ApproachID,SignalID,DirectionTypeID,Description,MPH,ProtectedPhaseNumber,IsProtectedPhaseOverlap,PermissivePhaseNumber,VersionID,IsPermissivePhaseOverlap
1,1001,1,NBT Ph8,NULL,8,0,NULL,983,0
3,1003,1,NBT Ph2,35,2,0,NULL,985,0
5,1005,1,Northbound Phase 2,NULL,2,0,NULL,987,0
6,1006,1,NB Phase 2,NULL,2,0,NULL,988,0
7,1007,1,Northbound Phase 2,NULL,2,0,NULL,989,0
8,1008,1,NB Phase 2,NULL,2,0,NULL,990,0
11,1010,3,Eastbound Phase 2,NULL,2,0,NULL,992,0
13,1010,4,Westbound Phase 6,NULL,6,0,NULL,992,0
14,1010,2,Southbound Phase 4,NULL,4,0,NULL,992,0
15,1010,1,Northbound Phase 8,NULL,8,0,NULL,992,0
18,1011,1,NB Ph 8,NULL,8,0,NULL,993,0
19,1012,3,EB Ph4,NULL,4,0,NULL,994,0
20,1013,3,EB Ph4,NULL,4,0,NULL,995,0
21,1016,3,EB Ph2,NULL,2,0,NULL,1875,0
22,1017,1,NB Ph2,NULL,2,0,NULL,996,0
24,1019,1,NB Phase2,NULL,2,0,NULL,998,0
25,1020,1,NB Phase2,NULL,2,0,NULL,999,0
26,1021,2,SBL Ph1,NULL,1,0,NULL,1000,0
27,1022,1,NBT Ph2,NULL,2,0,NULL,1001,0
29,1024,1,Northbound Phase 2,NULL,2,0,NULL,1002,0
30,1025,1,Northbound Phase 2,NULL,2,0,NULL,1003,0
31,1025,3,Eastbound Phase 4,NULL,4,0,NULL,1003,0
32,1025,2,Southbound Phase 6,NULL,6,0,NULL,1003,0
33,1025,4,Westbound Phase 8,NULL,8,0,NULL,1003,0
34,1026,1,NB Phase2,NULL,2,0,NULL,1004,0
35,1028,1,Northbound Phase 8,NULL,8,0,NULL,1878,0
36,1029,1,NB Phase2,NULL,2,0,NULL,1005,0
37,1030,1,NB Phase2,NULL,2,0,NULL,1879,0
38,1031,2,SBT Phase 2,NULL,2,0,NULL,1006,0
40,1033,1,NB P2,NULL,2,0,NULL,712,0
41,1034,3,Eastbound Phase 5,NULL,5,1,6,713,0
42,1035,3,EB Ph2,NULL,2,0,NULL,714,0
43,1036,3,EB Phase4,NULL,4,0,NULL,1840,0
45,1038,4,WB Phase1,NULL,1,0,6,1841,0
46,1039,1,NB Phase2,NULL,2,0,NULL,1842,0
47,1040,3,EB Phase2,NULL,2,0,NULL,1843,0
48,1041,1,NB Phase2,NULL,2,0,NULL,1844,0
49,1042,1,NB Phase2,NULL,2,0,NULL,1845,0
50,1043,1,NB Phase2,NULL,2,0,NULL,1846,0
51,1045,1,NB Phase2,NULL,2,0,NULL,1848,0
52,1046,1,Northbound Phase 2,NULL,2,0,NULL,716,0
53,1047,1,NB Phase2,NULL,2,0,NULL,717,0
54,1048,3,EB Phase2,NULL,2,0,NULL,718,0
55,1049,1,NB Ph8,NULL,8,0,NULL,719,0
56,1051,1,Northbound Phase 4,NULL,4,0,NULL,720,0
57,1052,1,Northbound Phase 2,NULL,2,0,NULL,721,0
58,1053,1,Northbound Phase 2,NULL,2,0,NULL,722,0
59,1054,1,Northbound Phase 2,NULL,2,0,NULL,723,0
60,1055,1,NB Ph4,NULL,4,0,NULL,724,0
61,1056,1,NB/SB Phase4,NULL,4,0,NULL,1544,0
62,1057,1,Northbound Phase 2,30,2,0,NULL,1545,0
63,1058,1,Northbound Phase 2,NULL,2,0,NULL,725,0
64,1059,1,NBT Ph2,NULL,2,0,NULL,726,0
65,1060,2,SB Phase4,NULL,4,0,NULL,727,0
66,1061,1,NB Phase4,NULL,4,0,NULL,728,0
67,1062,1,NB Phase2,NULL,2,0,NULL,729,0
68,1063,1,NB Phase2,NULL,2,0,NULL,730,0
69,555555,1,NBT Ph2,55,2,0,NULL,1,0
70,1065,1,Northbound Phase 4,NULL,4,0,NULL,2,0
72,1067,1,NB P8,NULL,8,0,NULL,4,0
73,1068,1,NB Phase8,NULL,8,0,NULL,5,0
74,1069,1,NB Phase8,NULL,8,0,NULL,6,0
75,1070,3,EBT Ph2,NULL,2,0,NULL,7,0
76,1071,1,NB Ph8,NULL,8,0,NULL,8,0
77,1072,2,SB Phase4,NULL,4,0,NULL,9,0
78,1073,1,NB Phase8,NULL,8,0,NULL,10,0
79,1074,3,EB Phase2,NULL,2,0,NULL,11,0
80,1075,4,Westbound Phase 2,NULL,2,0,NULL,12,0
81,1076,1,NB Phase8,NULL,8,0,NULL,13,0
82,1077,2,SB Phase4,NULL,4,0,NULL,14,0
83,1078,3,EB/WB Phase4,NULL,4,0,NULL,15,0
84,1079,1,NB Phase2,NULL,2,0,NULL,16,0
85,1080,2,SB Phase 3,NULL,3,0,NULL,17,0
86,1081,1,Northbound Phase 2,NULL,2,0,NULL,18,0
87,1082,1,NB Phase2,NULL,2,0,NULL,19,0
88,1083,1,Northbound Phase 2,NULL,2,0,NULL,20,0
90,1085,1,Northbound Phase 2,NULL,2,0,NULL,21,0
91,1086,3,EB Phase4,NULL,4,0,NULL,22,0
92,1087,1,Northbound Phase 2,NULL,2,0,NULL,23,0
93,1088,1,Northbound Phase 2,NULL,2,0,NULL,24,0
94,1089,1,NB Phase8,NULL,8,0,NULL,25,0
95,1090,1,NB Phase8,NULL,8,0,NULL,26,0
96,1091,1,NB Phase2,NULL,2,0,NULL,27,0
97,1092,3,EBT Ph4,NULL,4,0,NULL,28,0
98,1093,1,Northbound Phase 4,NULL,4,0,NULL,29,0
99,1094,4,WB Phase1,NULL,1,0,6,30,0
100,1095,2,SB Phase1,NULL,1,0,2,31,0
101,1096,3,Eastbound Phase 4,NULL,4,0,NULL,32,0
102,1097,3,Eastbound Phase 4,NULL,4,0,NULL,33,0
103,1098,1,Northbound Phase 3,NULL,3,0,NULL,34,0
104,1099,1,Northbound Phase 2,NULL,2,0,NULL,35,0
105,1100,1,Northbound Phase 2,NULL,2,0,NULL,36,0
107,1102,3,Eastbound Phase 4,NULL,4,0,NULL,38,0
108,1103,1,NB Phase2,NULL,2,0,NULL,39,0
109,1104,1,NB Phase2,NULL,2,0,NULL,40,0
110,1105,1,NB Ph2,NULL,2,0,NULL,41,0
111,1106,1,NB Phase2,NULL,2,0,NULL,42,0
112,1107,1,NB Phase2,NULL,2,0,NULL,43,0
113,1108,1,Northbound Phase 2,NULL,2,0,NULL,44,0
114,1109,1,NB Ph8,NULL,8,0,NULL,45,0
115,1110,1,NB Ph8,NULL,8,0,NULL,46,0
117,1112,3,Eastbound Phase 2,NULL,2,0,NULL,48,0
119,1114,3,EB Phase4,NULL,4,0,NULL,50,0
120,1115,1,Northbound Phase 2,NULL,2,0,NULL,51,0
121,1116,1,NB Phase4,NULL,4,0,NULL,52,0
122,1117,1,NB Phase5,NULL,5,0,NULL,53,0
123,1118,1,Northbound Phase 2,NULL,2,0,NULL,54,0
124,1119,1,Northbound Phase 2,NULL,2,0,NULL,55,0
125,1120,1,Northbound Phase 2,NULL,2,0,NULL,56,0
126,1121,1,NB Phase8,NULL,8,0,NULL,57,0
127,1122,3,EB Phase5,NULL,5,0,2,58,0
128,1123,1,Northbound Phase 4,NULL,4,0,NULL,59,0
129,1124,3,EB Ph2,NULL,2,0,NULL,60,0
130,1125,3,EB Phase2,NULL,2,0,NULL,61,0
131,1126,3,EB Phase2,NULL,2,0,NULL,90,0
132,1127,3,EB Phase2,NULL,2,0,NULL,91,0
133,1128,1,NB Phase 8,NULL,8,0,NULL,92,0
134,1129,3,EB Ph 2,NULL,2,0,NULL,93,0
135,1130,3,Eastbound Phase 2,NULL,2,0,NULL,94,0
136,1131,1,NB Phase 2,NULL,2,0,NULL,95,0
137,1132,3,EB Phase5,NULL,5,0,6,96,0
138,1133,2,SB Phase4,NULL,4,0,NULL,97,0
139,1134,1,NB Phase4,NULL,4,0,NULL,98,0
140,1135,2,SB Phase4,NULL,4,0,NULL,99,0
141,1136,2,SB Phase4,NULL,4,0,NULL,100,0
142,1137,3,EB Phase4,NULL,4,0,NULL,101,0
143,1138,4,WB Phase1,NULL,1,0,6,102,0
144,1139,1,Northbound Phase 8,NULL,8,0,NULL,103,0
145,1140,3,EB Phase3,NULL,3,0,NULL,104,0
146,1141,2,SB Phase4,NULL,4,0,NULL,105,0
147,1142,1,NB Phase1,NULL,1,0,NULL,106,0
148,1143,3,EBT Ph2,NULL,2,0,NULL,107,0
149,1144,1,NB Phase 4,NULL,4,0,NULL,108,0
150,1144,4,WB Phase1,NULL,1,0,NULL,108,0
151,1145,1,NB Ph4,NULL,4,0,NULL,109,0
152,1146,3,EB Phase2,NULL,2,0,NULL,1740,0
153,1148,1,NB Left Phase5,NULL,5,0,NULL,1742,0
154,1149,3,EB Phase4,NULL,4,0,NULL,1743,0
155,1151,2,SB Phase4,NULL,4,0,NULL,110,0
156,1152,5,NE Phase2,NULL,2,0,NULL,111,0
157,1153,1,NB Phase2,NULL,2,0,NULL,112,0
158,1157,3,EB Phase2,NULL,2,0,NULL,1745,0
159,1159,1,Northbound (Phase Only),NULL,0,0,NULL,113,0
160,1159,1,Northbound Phase 2,NULL,2,0,NULL,113,0
161,1160,1,NB Phase8,NULL,8,0,NULL,757,0
162,1162,1,Northbound Phase 8,NULL,8,0,NULL,758,0
163,1163,3,EB Phase5,NULL,5,0,2,759,0
164,1164,1,NB Phase8,NULL,8,0,NULL,760,0
165,1165,4,WB Phase2,NULL,2,0,NULL,761,0
166,1166,1,NB Phase2,NULL,2,0,NULL,762,0
167,1167,1,Northbound Phase 8,NULL,8,0,NULL,763,0
168,1168,1,NB Phase2,NULL,2,0,NULL,1851,0
169,1169,1,NB Phase8,NULL,8,0,NULL,764,0
170,1170,1,NB Phase8,NULL,8,0,NULL,765,0
171,1177,3,EB Phase2,NULL,2,0,NULL,1852,0
172,1178,1,NB Phase2,NULL,2,0,NULL,1853,0
173,1180,1,NB Ph2,NULL,2,0,NULL,766,0
175,1183,1,NB Phase2,NULL,2,0,NULL,768,0
177,1206,4,WB Phase2,NULL,2,0,NULL,1856,0
178,1207,1,NB Phase2,NULL,2,0,NULL,770,0
179,1213,4,WB Phase2,NULL,2,0,NULL,1858,0
180,1214,3,EB Phase6,NULL,6,0,NULL,1859,0
181,1215,4,WB Phase2,NULL,2,0,NULL,1860,0
182,1216,4,WB Phase2,NULL,2,0,NULL,1861,0
183,1217,4,WB Ph2,NULL,2,0,NULL,1862,0
184,1218,4,WB Phase2,NULL,2,0,NULL,1863,0
185,1219,4,WB Phase2,NULL,2,0,NULL,1864,0
186,1220,4,Westbound Phase 2,NULL,2,0,NULL,1865,0
187,1221,1,Northbound Phase 2,NULL,2,0,NULL,772,0
188,1222,1,NB Phase4,NULL,4,0,NULL,773,0
189,1223,1,Northbound Phase 2,NULL,2,0,NULL,114,0
190,1224,2,SB PH8,NULL,8,0,NULL,115,0
191,1225,1,NB Phase2,45,2,0,NULL,116,0
192,1226,1,NB P2,NULL,2,0,NULL,117,0
193,1227,4,WB Phase4,NULL,4,0,NULL,118,0
194,1228,3,EB P4,NULL,4,0,NULL,119,0
195,1229,4,WBT Ph8,NULL,8,0,NULL,120,0
196,1229,1,NBT Ph2,NULL,2,0,NULL,120,0
197,1230,1,NB Phase2,NULL,2,0,NULL,121,0
198,1231,1,NB Phase2,NULL,2,0,NULL,122,0
199,1232,1,Northbound Phase 4,NULL,4,0,NULL,123,0
200,1233,3,Eastbound Phase 4,NULL,4,0,NULL,124,0
201,1234,4,Westbound Phase 2,NULL,2,0,NULL,1746,0
202,1235,4,Westbound Phase 2,NULL,2,0,NULL,1747,0
203,1236,4,Westbound Phase 2,NULL,2,0,NULL,1748,0
205,1238,4,Westbound Phase 2,NULL,2,0,NULL,1750,0
206,1240,1,Northbound Phase 4,NULL,4,0,NULL,126,0
207,1241,1,Northbound Phase 4,NULL,4,0,NULL,127,0
208,1801,1,Northbound Phase 2,NULL,2,0,NULL,128,0
209,4001,1,Northbound Phase 2,NULL,2,0,NULL,129,0
210,4002,1,Northbound Phase 2,NULL,2,0,NULL,130,0
211,4003,1,Northbound Phase 2,NULL,2,0,NULL,131,0
212,4004,1,Northbound Phase 2,NULL,2,0,NULL,132,0
213,4005,1,Northbound Phase 2,NULL,2,0,NULL,133,0
214,4006,1,Northbound Phase 2,NULL,2,0,NULL,134,0
215,4010,1,NBT Ph2,40,2,0,NULL,135,0
216,4011,4,WBT Ph2,40,2,0,NULL,136,0
217,4012,4,WBT Ph2,40,2,0,NULL,137,0
218,4013,4,WBT Ph2,40,2,0,NULL,138,0
219,4014,1,Northbound Phase 2,NULL,2,0,NULL,1355,0
220,4015,1,Northbound Phase 2,NULL,2,0,NULL,1356,0
221,4016,1,Northbound Phase 2,NULL,2,0,NULL,1357,0
222,4017,3,EBLT Ph1(6),NULL,1,0,6,1358,0
223,4018,1,Northbound Phase 2,NULL,2,0,NULL,1359,0
224,4019,4,WBT Ph2,NULL,2,0,NULL,1360,0
225,4020,1,Northbound Phase 2,NULL,2,0,NULL,1361,0
226,4021,1,Northbound Phase 2,NULL,2,0,NULL,1362,0
227,4022,1,Northbound Phase 2,NULL,2,0,NULL,1363,0
228,4023,1,Northbound Phase 2,NULL,2,0,NULL,1364,0
229,4024,1,NBT Ph4,40,4,0,NULL,1365,0
230,4028,1,NBT Ph4,NULL,4,0,NULL,1366,0
231,4029,1,NBL Ph7(4),NULL,7,0,4,1367,0
232,4030,1,NB Through Ph 4,NULL,4,0,NULL,1368,0
233,4034,1,Northbound Phase 2,NULL,2,0,NULL,1370,0
234,4035,1,Northbound Phase 2,NULL,2,0,NULL,1371,0
235,4036,1,Northbound Phase 2,NULL,2,0,NULL,1372,0
236,4037,1,Northbound Phase 2,NULL,2,0,NULL,1373,0
237,4041,1,Northbound Phase 2,NULL,2,0,NULL,1374,0
238,4090,1,NBT Ph4,40,4,0,NULL,1375,0
239,4091,1,Northbound Phase 2,NULL,2,0,NULL,1376,0
240,4097,1,Northbound Phase 2,NULL,2,0,NULL,1377,0
241,4098,1,Northbound Phase 2,NULL,2,0,NULL,1378,0
242,4100,1,NBT Ph4,NULL,4,0,NULL,1379,0
243,4101,1,NBT Ph4,NULL,4,0,NULL,1380,0
244,4102,1,Northbound Phase 2,NULL,2,0,NULL,1381,0
245,4103,1,Northbound Phase 2,NULL,2,0,NULL,1382,0
246,4104,1,NBT Ph2,40,2,0,NULL,1383,0
247,4104,2,SBL Ph1(6),NULL,1,0,6,1383,0
248,4104,2,SBT Ph6,40,6,0,NULL,1383,0
249,4104,4,WBL Ph(8),NULL,0,0,8,1383,0
250,4104,3,EBT Ph4,NULL,4,0,NULL,1383,0
251,4104,4,WBT Ph8,NULL,8,0,NULL,1383,0
252,4104,1,NBL Ph5(2),NULL,5,0,2,1383,0
253,4104,3,EBL Ph(4),NULL,0,0,4,1383,0
254,4105,1,NBT Ph2,40,2,0,NULL,1384,0
255,4106,1,Northbound Phase 2,NULL,2,0,NULL,1385,0
256,4107,4,WBT Ph2,40,2,0,NULL,139,0
257,4108,4,WBT Ph2,40,2,0,NULL,140,0
258,4109,1,Northbound Phase 2,NULL,2,0,NULL,141,0
259,4110,1,Northbound Phase 2,NULL,2,0,NULL,142,0
260,4111,1,Northbound Phase 2,NULL,2,0,NULL,143,0
261,4112,1,NBT Ph2,40,2,0,NULL,144,0
262,4114,1,Northbound Phase 2,NULL,2,0,NULL,145,0
263,4115,1,NBT Ph4,NULL,4,0,NULL,146,0
264,4116,1,Northbound Phase 2,NULL,2,0,NULL,147,0
265,4117,1,Northbound (Phase Only),NULL,0,0,NULL,148,0
266,4118,1,Northbound (Phase Only),NULL,0,0,NULL,149,0
267,4120,1,Northbound (Phase Only),NULL,0,0,NULL,150,0
268,4121,1,Northbound (Phase Only),NULL,0,0,NULL,151,0
269,4122,1,Northbound (Phase Only),NULL,0,0,NULL,152,0
270,4123,1,Northbound (Phase Only),NULL,0,0,NULL,153,0
271,4124,1,Northbound (Phase Only),NULL,0,0,NULL,154,0
272,4125,1,Northbound Phase 2,NULL,2,0,NULL,155,0
273,4126,1,Northbound Phase 2,NULL,2,0,NULL,156,0
274,4127,1,Northbound (Phase Only),NULL,0,0,NULL,157,0
275,4128,1,NBT Ph4,NULL,4,0,NULL,158,0
276,4129,1,Northbound Phase 2,NULL,2,0,NULL,159,0
277,4130,1,Northbound (Phase Only),NULL,0,0,NULL,160,0
278,4132,1,Northbound Phase 2,NULL,2,0,NULL,161,0
279,4133,1,Northbound Phase 2,NULL,2,0,NULL,162,0
280,4136,1,Northbound Phase 2,NULL,2,0,NULL,163,0
281,4137,1,Northbound (Phase Only),NULL,0,0,NULL,164,0
282,4138,1,Northbound (Phase Only),NULL,0,0,NULL,165,0
283,4140,1,Northbound Phase 2,NULL,2,0,NULL,166,0
284,4142,1,Northbound Phase 2,NULL,2,0,NULL,167,0
285,4143,1,NBT Ph2,40,2,0,NULL,774,0
286,4148,1,Northbound Phase 2,NULL,2,0,NULL,775,0
287,4149,1,NBL Ph7,NULL,7,0,NULL,776,0
288,4150,1,Northbound Phase 2,NULL,2,0,NULL,777,0
289,4151,1,Northbound Phase 2,NULL,2,0,NULL,778,0
290,4152,1,Northbound Phase 2,NULL,2,0,NULL,779,0
291,4153,1,Northbound Phase 2,NULL,2,0,NULL,780,0
292,4153,3,Eastbound Phase 1,NULL,1,0,NULL,780,0
293,4153,4,Westbound Phase 2,NULL,2,0,NULL,780,0
294,4153,3,Eastbound Phase 6,NULL,6,0,NULL,780,0
295,4153,2,Southbound Phase 8,NULL,8,0,NULL,780,0
296,4156,2,SBL Ph5,NULL,5,0,NULL,781,0
297,4156,2,SBT Ph2,NULL,2,0,NULL,781,0
298,4156,3,EBT Ph4,NULL,4,0,NULL,781,0
300,4156,4,WBT Ph3,NULL,3,0,NULL,781,0
301,4156,1,NBL Ph1(2),NULL,1,0,2,781,0
302,4156,1,NBT Ph6,40,6,0,NULL,781,0
304,4157,1,Northbound (Phase Only),NULL,0,0,NULL,782,0
305,4158,4,Westbound Phase 2,35,2,0,NULL,783,0
306,4158,3,Eastbound Phase 6,40,6,0,NULL,783,0
307,4158,1,Northbound Phase 7,NULL,7,0,4,783,0
308,4158,1,Northbound Phase 4,NULL,4,0,NULL,783,0
309,4158,2,Southbound Phase 3,NULL,3,0,8,783,0
310,4158,2,Southbound Phase 8,NULL,8,0,NULL,783,0
311,4158,3,Eastbound Phase 1,NULL,1,0,2,783,0
312,4158,4,Westbound Phase 5,NULL,5,0,6,783,0
313,4159,1,Northbound Phase 2,NULL,2,0,NULL,784,0
314,4160,1,Northbound (Phase Only),NULL,0,0,NULL,785,0
315,4161,1,Northbound Phase 2,NULL,2,0,NULL,786,0
316,4162,1,Northbound Phase 2,NULL,2,0,NULL,787,0
317,4163,1,Northbound Phase 2,NULL,2,0,NULL,788,0
318,4164,1,Northbound Phase 2,NULL,2,0,NULL,789,0
319,4165,4,WBL Ph(2),NULL,0,0,2,790,0
320,4168,1,Northbound Phase 2,NULL,2,0,NULL,791,0
321,4169,1,Northbound Phase 2,NULL,2,0,NULL,792,0
322,4170,1,Northbound Phase 2,NULL,2,0,NULL,793,0
323,4171,1,NB Ph 4,NULL,4,0,NULL,794,0
324,4172,1,NBT Ph2,45,2,0,NULL,795,0
325,4201,1,Northbound (Phase Only),NULL,0,0,NULL,796,0
326,4300,1,NBT Ph2,40,2,0,NULL,798,0
327,4300,1,NBL Ph5,NULL,5,0,NULL,798,0
328,4300,2,SBL Ph1,NULL,1,0,NULL,798,0
329,4300,2,SBT Ph6,40,6,0,NULL,798,0
330,4300,3,EBL Ph7,NULL,7,0,NULL,798,0
331,4300,3,EBT Ph4,NULL,4,0,NULL,798,0
332,4300,4,WBL Ph3,NULL,3,0,NULL,798,0
333,4300,4,WBT Ph8,NULL,8,0,NULL,798,0
334,4300,3,Eastbound (Phase Only),NULL,0,0,NULL,798,0
335,4301,4,Westbound Phase 2,40,2,0,NULL,799,0
336,4301,1,Northbound Phase 4,40,4,0,NULL,799,0
337,4301,2,Southbound Phase 8,40,8,0,NULL,799,0
338,4301,3,Eastbound Phase 6,40,6,0,NULL,799,0
339,4301,4,Westbound Phase 5,NULL,5,0,6,799,0
340,4301,3,Eastbound Phase 1,NULL,1,0,NULL,799,0
341,4301,3,Eastbound Phase 2,NULL,2,0,NULL,799,0
342,4301,3,Eastbound Phase 5,NULL,5,0,NULL,799,0
343,4301,1,Northbound Phase 7,NULL,7,0,NULL,799,0
344,4301,1,Northbound Phase 3,NULL,3,0,NULL,799,0
345,4301,2,Southbound Phase 3,NULL,3,0,NULL,799,0
347,4302,1,Northbound Phase 2,NULL,2,0,NULL,800,0
348,4388,1,NBL Ph(4),NULL,0,0,4,806,0
349,4389,1,NB Ph4,NULL,4,0,NULL,807,0
350,4391,1,Northbound Phase 2,NULL,2,0,NULL,808,0
351,4392,1,Northbound Phase 2,NULL,2,0,NULL,230,0
352,4394,1,Northbound Phase 2,NULL,2,0,NULL,231,0
353,4395,1,Northbound Phase 2,NULL,2,0,NULL,232,0
355,4400,1,Northbound Phase 2,NULL,2,0,NULL,234,0
356,4401,1,Northbound Phase 2,NULL,2,0,NULL,235,0
357,4402,1,Northbound Phase 2,NULL,2,0,NULL,236,0
358,4403,1,Northbound Phase 2,NULL,2,0,NULL,237,0
359,4404,1,Northbound Phase 2,NULL,2,0,NULL,238,0
360,4405,1,Northbound Phase 2,NULL,2,0,NULL,239,0
361,4406,1,NBT Ph2,40,2,0,NULL,240,0
362,4407,1,Northbound Phase 2,NULL,2,0,NULL,241,0
363,4409,1,Northbound Phase 2,NULL,2,0,NULL,242,0
364,4501,1,Northbound Phase 2,NULL,2,0,NULL,243,0
365,4503,1,Northbound Phase 2,NULL,2,0,NULL,244,0
366,4504,1,Northbound Phase 2,NULL,2,0,NULL,245,0
367,4505,1,NBTR Ph 4,NULL,4,0,NULL,246,0
368,4506,1,Northbound Phase 2,NULL,2,0,NULL,247,0
369,4507,1,Northbound Phase 2,NULL,2,0,NULL,248,0
370,4508,4,WBT Ph2,40,2,0,NULL,1426,0
371,4509,1,Northbound Phase 2,NULL,2,0,NULL,249,0
372,4510,1,NBT Ph4,40,4,0,NULL,1427,0
374,4512,1,Northbound Phase 2,NULL,2,0,NULL,250,0
375,4513,1,NBL Ph7(8),NULL,7,0,8,1429,0
376,4514,1,Northbound Phase 2,NULL,2,0,NULL,251,0
377,4515,1,Northbound Phase 2,NULL,2,0,NULL,252,0
378,4517,4,WBT Ph2,40,2,0,NULL,1430,0
379,4518,1,Northbound Phase 2,NULL,2,0,NULL,309,0
380,4521,1,Northbound Phase 2,NULL,2,0,NULL,310,0
381,4602,1,Northbound (Phase Only),NULL,0,0,NULL,311,0
382,4603,1,Northbound (Phase Only),NULL,0,0,NULL,312,0
383,4604,4,WBL Ph(2),NULL,0,0,2,313,0
384,4605,1,Northbound Phase 2,NULL,2,0,NULL,314,0
385,4608,1,Northbound (Phase Only),NULL,0,0,NULL,315,0
386,4609,1,Northbound Phase 2,NULL,2,0,NULL,316,0
387,4635,1,Northbound (Phase Only),NULL,0,0,NULL,1449,0
388,4636,1,Northbound (Phase Only),NULL,0,0,NULL,1450,0
389,4640,1,Northbound (Phase Only),NULL,0,0,NULL,1452,0
390,4641,1,Northbound (Phase Only),NULL,0,0,NULL,1453,0
391,4650,4,WBT Ph2,40,2,0,NULL,317,0
392,4662,4,WBT Ph2,40,2,0,NULL,318,0
393,4670,4,Westbound Phase 2,NULL,2,0,NULL,319,0
394,4671,1,Northbound Phase 2,NULL,2,0,NULL,320,0
395,4702,1,Northbound Phase 2,NULL,2,0,NULL,321,0
396,4704,4,WB Left Ph 5 (2),NULL,5,0,2,322,0
397,4705,1,NBT Ph4,NULL,4,0,NULL,323,0
398,4706,4,WBT Ph2,40,2,0,NULL,324,0
399,4707,1,Northbound Phase 2,NULL,2,0,NULL,253,0
400,4708,1,NBT Ph2,40,2,0,NULL,254,0
401,4709,1,Northbound Phase 2,NULL,2,0,NULL,255,0
402,4726,1,Northbound Phase 2,NULL,2,0,NULL,256,0
403,4731,1,Northbound Phase 2,NULL,2,0,NULL,257,0
404,4739,1,Northbound Phase 2,NULL,2,0,NULL,258,0
405,4801,1,Northbound (Phase Only),NULL,0,0,NULL,259,0
406,4803,1,Northbound Phase 2,NULL,2,0,NULL,260,0
407,4804,1,NBL Ph5(2),NULL,5,0,2,261,0
408,4805,1,Northbound Phase 2,NULL,2,0,NULL,262,0
409,4807,1,NBL PH(2),NULL,0,0,2,263,0
410,4808,1,Northbound Phase 2,NULL,2,0,NULL,264,0
411,4810,1,Northbound Phase 2,NULL,2,0,NULL,265,0
412,4811,1,Northbound Phase 2,NULL,2,0,NULL,266,0
413,4812,1,Northbound Phase 2,NULL,2,0,NULL,267,0
414,4813,1,NBL Ph(2),NULL,0,0,2,268,0
415,4814,1,Northbound Phase 2,NULL,2,0,NULL,269,0
416,4815,1,Northbound Phase 2,NULL,2,0,NULL,270,0
417,4817,1,Northbound (Phase Only),NULL,0,0,NULL,271,0
418,4818,1,Northbound Phase 2,NULL,2,0,NULL,272,0
419,4820,1,Northbound (Phase Only),NULL,0,0,NULL,273,0
420,4821,1,Northbound (Phase Only),NULL,0,0,NULL,274,0
421,4822,3,EBT Ph4,NULL,4,0,NULL,275,0
422,4823,2,SBL Ph1(6),NULL,1,0,6,276,0
423,4824,1,NBT Ph2,NULL,2,0,NULL,277,0
424,4825,1,NBT Ph2,NULL,2,0,NULL,278,0
425,4828,1,Northbound Phase 2,NULL,2,0,NULL,279,0
426,4829,1,Northbound Phase 2,NULL,2,0,NULL,280,0
427,4832,1,Northbound Phase 2,NULL,2,0,NULL,281,0
428,4835,1,Northbound Phase 2,NULL,2,0,NULL,863,0
429,4837,4,Westbound Phase 2,NULL,2,0,NULL,864,0
430,4838,4,Westbound Phase 2,NULL,2,0,NULL,865,0
431,4839,1,Northbound Phase 2,NULL,2,0,NULL,866,0
432,4840,1,Northbound Phase 2,NULL,2,0,NULL,867,0
433,4841,1,Northbound Phase 2,NULL,2,0,NULL,868,0
434,4842,1,Northbound Phase 2,NULL,2,0,NULL,869,0
435,4843,1,Northbound Phase 2,NULL,2,0,NULL,870,0
436,4844,1,Northbound Phase 2,NULL,2,0,NULL,871,0
437,4846,1,Northbound (Phase Only),NULL,0,0,NULL,872,0
438,4850,1,Northbound Phase 2,NULL,2,0,NULL,873,0
439,4852,1,Northbound Phase 2,NULL,2,0,NULL,874,0
440,4853,4,WBT Ph2,45,2,0,NULL,875,0
441,4854,1,Northbound Phase 2,NULL,2,0,NULL,876,0
442,4857,1,NBLT Ph(4),NULL,0,0,4,877,0
443,4858,1,Northbound (Phase Only),NULL,0,0,NULL,878,0
444,4862,1,Northbound Phase 2,NULL,2,0,NULL,879,0
445,4864,1,Northbound Phase 2,NULL,2,0,NULL,881,0
446,4865,1,Northbound Phase 2,NULL,2,0,NULL,882,0
447,4866,4,WBT Ph2,NULL,2,0,NULL,883,0
448,4867,4,Westbound Phase 2,NULL,2,0,NULL,884,0
449,4868,1,Northbound (Phase Only),NULL,0,0,NULL,885,0
450,4869,1,Northbound (Phase Only),NULL,0,0,NULL,886,0
451,4870,1,Northbound (Phase Only),NULL,0,0,NULL,887,0
452,4871,1,NBL Ph5(2),NULL,5,0,2,888,0
453,4872,1,Northbound Phase 2,NULL,2,0,NULL,889,0
454,4873,1,Northbound (Phase Only),NULL,0,0,NULL,890,0
455,4874,4,WBT Ph2,40,2,0,NULL,891,0
456,4877,4,WBT Ph2,40,2,0,NULL,892,0
457,4879,1,Northbound Phase 2,NULL,2,0,NULL,893,0
458,4880,1,Northbound (Phase Only),NULL,0,0,NULL,459,0
459,4881,1,Northbound (Phase Only),NULL,0,0,NULL,460,0
460,4882,1,Northbound Phase 2,NULL,2,0,NULL,461,0
